country,city,latitude,longitude,temp,temp_min,temp_max,pressure,humidity,sea_level,ground_level,wind_speed,wind_degree,sunrise,sunset,timezone,cloud,description,region,population,date
NG,Bama,11.44,14.03,311.45,311.45,311.45,1004,7,1004,971,4.45,21,2024-02-21 05:23:07,2024-02-21 17:12:22,3600,79,Clouds,Borno,4619,2024-02-21
NG,Gwoza,11.02,13.65,310.4,310.4,310.4,1005,7,1005,960,3.65,33,2024-02-21 05:24:19,2024-02-21 17:14:13,3600,65,Clouds,Borno,11026,2024-02-21
NG,Gwoza,11.15,13.63,310.95,310.95,310.95,1005,7,1005,965,3.72,32,2024-02-21 05:24:30,2024-02-21 17:14:12,3600,62,Clouds,Borno,11026,2024-02-21
NG,Uba,10.5,13.12,310.42,310.42,310.42,1004,8,1004,945,2.94,356,2024-02-21 05:26:02,2024-02-21 17:16:44,3600,91,Clouds,Borno,10303,2024-02-21
NG,Gwoza,11.03,13.67,310.33,310.33,310.33,1005,7,1005,959,3.69,32,2024-02-21 05:24:15,2024-02-21 17:14:08,3600,65,Clouds,Borno,11026,2024-02-21
NG,Gwoza,11.19,13.88,310.81,310.81,310.81,1004,7,1004,963,3.99,25,2024-02-21 05:23:32,2024-02-21 17:13:10,3600,68,Clouds,Borno,6872,2024-02-21
NG,Gwoza,11.07,13.71,310.19,310.19,310.19,1005,7,1005,957,3.8,30,2024-02-21 05:24:07,2024-02-21 17:13:56,3600,64,Clouds,Borno,11026,2024-02-21
NG,Miringa,10.63,12.05,308.96,308.96,308.96,1005,9,1005,940,2.41,38,2024-02-21 05:30:25,2024-02-21 17:20:55,3600,85,Clouds,Borno,5364,2024-02-21
NG,Biu,10.58,12.09,308.6,308.6,308.6,1005,9,1005,935,2.42,37,2024-02-21 05:30:13,2024-02-21 17:20:48,3600,86,Clouds,Borno,5364,2024-02-21
NG,Shaffa,10.39,12.55,311.7,311.7,311.7,1004,8,1004,967,2.57,14,2024-02-21 05:28:13,2024-02-21 17:19:06,3600,76,Clouds,Borno,9765,2024-02-21
NG,Damboa,10.89,12.79,310.46,310.46,310.46,1005,9,1005,957,3.34,31,2024-02-21 05:27:39,2024-02-21 17:17:45,3600,80,Clouds,Borno,2682,2024-02-21
NG,Biu,10.58,12.19,307.83,307.83,307.83,1005,10,1005,924,2.61,34,2024-02-21 05:29:49,2024-02-21 17:20:24,3600,95,Clouds,Borno,49075,2024-02-21
NG,Gwoza,11.24,13.9,311.09,311.09,311.09,1004,7,1004,965,4.06,24,2024-02-21 05:23:29,2024-02-21 17:13:03,3600,72,Clouds,Borno,5340,2024-02-21
NG,Biu,10.57,12.15,307.81,307.81,307.81,1005,10,1005,923,2.52,36,2024-02-21 05:29:58,2024-02-21 17:20:34,3600,91,Clouds,Borno,21695,2024-02-21
NG,Bama,11.4,13.76,311.11,311.11,311.11,1004,7,1004,969,4.3,29,2024-02-21 05:24:10,2024-02-21 17:13:29,3600,72,Clouds,Borno,4619,2024-02-21
NG,Biu,10.54,11.95,309.51,309.51,309.51,1005,9,1005,946,2.08,37,2024-02-21 05:30:44,2024-02-21 17:21:23,3600,77,Clouds,Borno,5364,2024-02-21
NG,Gwoza,11.07,13.75,307.72,307.72,307.72,1005,7,1005,919,3.88,29,2024-02-21 05:23:57,2024-02-21 17:13:47,3600,64,Clouds,Borno,11026,2024-02-21
NG,Biu,10.48,12.19,308.89,308.89,308.89,1005,9,1005,938,2.45,34,2024-02-21 05:29:44,2024-02-21 17:20:29,3600,92,Clouds,Borno,9321,2024-02-21
NG,Shaffa,10.48,12.28,308.2,308.2,308.2,1005,9,1005,925,2.58,31,2024-02-21 05:29:22,2024-02-21 17:20:07,3600,97,Clouds,Borno,9828,2024-02-21
NG,Shaffa,10.44,12.34,309.93,309.93,309.93,1005,9,1005,947,2.53,24,2024-02-21 05:29:06,2024-02-21 17:19:54,3600,90,Clouds,Borno,9834,2024-02-21
NG,Borno State,11.24,13.1,311.17,311.17,311.17,1004,8,1004,965,3.39,31,2024-02-21 05:26:41,2024-02-21 17:16:15,3600,54,Clouds,Borno,2682,2024-02-21
NG,Damboa,11.17,12.69,310.42,310.42,310.42,1005,9,1005,961,3.69,27,2024-02-21 05:28:16,2024-02-21 17:17:56,3600,63,Clouds,Borno,2682,2024-02-21
NG,Shaffa,10.48,12.25,307.98,307.98,307.98,1005,10,1005,923,2.62,33,2024-02-21 05:29:30,2024-02-21 17:20:14,3600,98,Clouds,Borno,9761,2024-02-21
NG,Biu,10.64,12.2,308.22,308.22,308.22,1005,10,1005,932,2.71,32,2024-02-21 05:29:49,2024-02-21 17:20:19,3600,96,Clouds,Borno,47391,2024-02-21
NG,Biu,10.62,12.12,308.46,308.46,308.46,1005,10,1005,933,2.53,35,2024-02-21 05:30:07,2024-02-21 17:20:39,3600,90,Clouds,Borno,17026,2024-02-21
NG,Uba,10.58,12.99,310.63,310.63,310.63,1004,8,1004,953,2.56,32,2024-02-21 05:26:37,2024-02-21 17:17:12,3600,88,Clouds,Borno,10430,2024-02-21
NG,Gwoza,11.17,13.76,310.39,310.39,310.39,1005,7,1005,958,3.99,27,2024-02-21 05:23:59,2024-02-21 17:13:39,3600,63,Clouds,Borno,9250,2024-02-21
NG,Shaffa,10.48,12.3,308.63,308.63,308.63,1005,9,1005,931,2.55,30,2024-02-21 05:29:18,2024-02-21 17:20:02,3600,96,Clouds,Borno,9817,2024-02-21
NG,Shani,10.29,11.97,310.77,310.77,310.77,1004,9,1004,965,1.72,314,2024-02-21 05:30:28,2024-02-21 17:21:30,3600,85,Clouds,Borno,8971,2024-02-21
NG,Gwoza,11.15,13.74,310.38,310.38,310.38,1005,7,1005,959,3.95,28,2024-02-21 05:24:03,2024-02-21 17:13:45,3600,63,Clouds,Borno,10526,2024-02-21
NG,Uba,10.56,13.17,310.72,310.72,310.72,1004,8,1004,951,3.21,356,2024-02-21 05:25:53,2024-02-21 17:16:30,3600,96,Clouds,Borno,10430,2024-02-21
NG,Kukawa,13.27,13.87,298.22,298.22,298.22,1007,54,1007,975,2.64,310,2024-02-21 05:25:12,2024-02-21 17:11:34,3600,67,Clouds,Borno,85,2024-02-21
NG,Kukawa,13.3,13.85,298.18,298.18,298.18,1007,55,1007,975,2.91,310,2024-02-21 05:25:18,2024-02-21 17:11:38,3600,63,Clouds,Borno,82,2024-02-21
NG,Uba,10.53,13.13,310.5,310.5,310.5,1004,8,1004,947,2.97,358,2024-02-21 05:26:01,2024-02-21 17:16:41,3600,93,Clouds,Borno,10430,2024-02-21
NG,Monguno,12.73,13.46,307.39,307.39,307.39,1006,9,1006,974,5.18,46,2024-02-21 05:26:25,2024-02-21 17:13:38,3600,77,Clouds,Borno,3576,2024-02-21
NG,Uba,10.46,13.21,310.89,310.89,310.89,1004,8,1004,950,3.66,340,2024-02-21 05:25:38,2024-02-21 17:16:25,3600,98,Clouds,Borno,9049,2024-02-21
NG,Konduga,11.73,13.3,310.07,310.07,310.07,1005,9,1005,970,5.03,31,2024-02-21 05:26:16,2024-02-21 17:15:04,3600,93,Clouds,Borno,7441,2024-02-21
NG,Biu,10.57,11.96,309.76,309.76,309.76,1005,9,1005,951,2.15,37,2024-02-21 05:30:43,2024-02-21 17:21:20,3600,78,Clouds,Borno,5364,2024-02-21
NG,Madagali,10.96,13.65,310.11,310.11,310.11,1005,8,1005,956,3.67,32,2024-02-21 05:24:16,2024-02-21 17:14:16,3600,68,Clouds,Borno,10903,2024-02-21
NG,Damboa,10.85,12.89,310.36,310.36,310.36,1005,9,1005,954,3.1,37,2024-02-21 05:27:13,2024-02-21 17:17:23,3600,92,Clouds,Borno,2682,2024-02-21
NG,Wuyo,10.47,11.89,310.81,310.81,310.81,1004,9,1004,966,1.69,25,2024-02-21 05:30:55,2024-02-21 17:21:41,3600,77,Clouds,Borno,5364,2024-02-21
NG,Damboa,10.99,12.5,309.71,309.71,309.71,1005,9,1005,953,3.01,22,2024-02-21 05:28:53,2024-02-21 17:18:50,3600,90,Clouds,Borno,2682,2024-02-21
NG,Dikwa,11.75,14.01,310.94,310.94,310.94,1005,7,1005,972,4.45,26,2024-02-21 05:23:27,2024-02-21 17:12:12,3600,98,Clouds,Borno,6407,2024-02-21
NG,Damboa,10.98,12.51,309.78,309.78,309.78,1005,9,1005,954,3.04,22,2024-02-21 05:28:51,2024-02-21 17:18:48,3600,89,Clouds,Borno,2682,2024-02-21
NG,Shani,10.17,11.96,311.46,311.46,311.46,1004,8,1004,975,2.58,310,2024-02-21 05:30:25,2024-02-21 17:21:38,3600,71,Clouds,Borno,9834,2024-02-21
NG,Miringa,10.72,11.8,310.53,310.53,310.53,1004,9,1004,962,2.22,25,2024-02-21 05:31:29,2024-02-21 17:21:51,3600,84,Clouds,Borno,5364,2024-02-21
NG,Shani,10.3,12.01,310.77,310.77,310.77,1004,9,1004,963,1.9,317,2024-02-21 05:30:19,2024-02-21 17:21:20,3600,82,Clouds,Borno,9677,2024-02-21
NG,Konduga,11.62,13.46,310.48,310.48,310.48,1005,8,1005,969,4.54,28,2024-02-21 05:25:33,2024-02-21 17:14:30,3600,68,Clouds,Borno,2086,2024-02-21
NG,Gwoza,11.18,13.76,310.6,310.6,310.6,1005,7,1005,961,4.01,27,2024-02-21 05:24:00,2024-02-21 17:13:39,3600,63,Clouds,Borno,8402,2024-02-21
NG,Uba,10.83,13.15,310.83,310.83,310.83,1004,8,1004,959,3.29,34,2024-02-21 05:26:10,2024-02-21 17:16:22,3600,100,Clouds,Borno,4102,2024-02-21
NG,Goniri,11.63,12.32,310.48,310.48,310.48,1005,8,1005,964,4.21,50,2024-02-21 05:30:07,2024-02-21 17:19:04,3600,69,Clouds,Borno,1937,2024-02-21
NG,Shaffa,10.72,12.55,310.21,310.21,310.21,1005,9,1005,954,3.16,23,2024-02-21 05:28:29,2024-02-21 17:18:51,3600,97,Clouds,Borno,8882,2024-02-21
NG,Gombi,10.45,12.69,311.1,311.1,311.1,1004,8,1004,957,2.63,21,2024-02-21 05:27:43,2024-02-21 17:18:30,3600,82,Clouds,Borno,8678,2024-02-21
NG,Damboa,11.1,12.67,310.33,310.33,310.33,1005,9,1005,960,3.53,26,2024-02-21 05:28:18,2024-02-21 17:18:04,3600,66,Clouds,Borno,2682,2024-02-21
NG,Wuyo,10.47,11.91,310.76,310.76,310.76,1004,9,1004,965,1.72,27,2024-02-21 05:30:51,2024-02-21 17:21:36,3600,77,Clouds,Borno,5364,2024-02-21
NG,Shaffa,10.66,12.52,310.29,310.29,310.29,1005,9,1005,953,2.94,21,2024-02-21 05:28:33,2024-02-21 17:19:01,3600,97,Clouds,Borno,10430,2024-02-21
NG,Uba,10.59,12.98,310.7,310.7,310.7,1004,8,1004,954,2.59,33,2024-02-21 05:26:40,2024-02-21 17:17:14,3600,89,Clouds,Borno,10430,2024-02-21
NG,Shani,10.39,11.96,311.1,311.1,311.1,1004,9,1004,971,1.36,360,2024-02-21 05:30:35,2024-02-21 17:21:28,3600,80,Clouds,Borno,5364,2024-02-21
NG,Shaffa,10.39,12.25,311.77,311.77,311.77,1005,9,1005,978,2.56,25,2024-02-21 05:29:25,2024-02-21 17:20:18,3600,86,Clouds,Borno,9834,2024-02-21
NG,Shani,10.44,12.03,309.91,309.91,309.91,1005,9,1005,953,1.74,23,2024-02-21 05:30:21,2024-02-21 17:21:09,3600,79,Clouds,Borno,8315,2024-02-21
NG,Tokombere,10.97,13.32,311.02,311.02,311.02,1004,8,1004,962,3.21,44,2024-02-21 05:25:36,2024-02-21 17:15:34,3600,91,Clouds,Borno,6797,2024-02-21
NG,Gwoza,11.19,13.81,310.67,310.67,310.67,1005,7,1005,961,4.01,26,2024-02-21 05:23:48,2024-02-21 17:13:27,3600,65,Clouds,Borno,6690,2024-02-21
NG,Biu,10.45,12.17,308.44,308.44,308.44,1005,9,1005,929,2.3,29,2024-02-21 05:29:47,2024-02-21 17:20:35,3600,88,Clouds,Borno,9820,2024-02-21
NG,Shaffa,10.39,12.26,311.79,311.79,311.79,1005,9,1005,978,2.56,24,2024-02-21 05:29:23,2024-02-21 17:20:16,3600,86,Clouds,Borno,9834,2024-02-21
NG,Shani,10.26,12.14,312.14,312.14,312.14,1004,8,1004,979,2.06,345,2024-02-21 05:29:46,2024-02-21 17:20:51,3600,77,Clouds,Borno,9834,2024-02-21
NG,Miringa,10.71,11.81,311.01,311.01,311.01,1004,9,1004,970,2.21,25,2024-02-21 05:31:26,2024-02-21 17:21:49,3600,83,Clouds,Borno,5364,2024-02-21
NG,Damboa,11.0,12.78,310.25,310.25,310.25,1005,9,1005,956,3.47,27,2024-02-21 05:27:47,2024-02-21 17:17:43,3600,63,Clouds,Borno,2682,2024-02-21
NG,Uba,10.72,13.12,310.71,310.71,310.71,1004,8,1004,956,3.17,27,2024-02-21 05:26:12,2024-02-21 17:16:34,3600,99,Clouds,Borno,10430,2024-02-21
NG,Bama,11.34,13.92,311.25,311.25,311.25,1004,7,1004,968,4.24,23,2024-02-21 05:23:29,2024-02-21 17:12:53,3600,78,Clouds,Borno,4619,2024-02-21
NG,Dikwa,11.99,13.91,309.41,309.41,309.41,1005,10,1005,973,6.19,7,2024-02-21 05:24:02,2024-02-21 17:12:25,3600,76,Clouds,Borno,6407,2024-02-21
NG,Shani,10.39,12.1,308.92,308.92,308.92,1004,9,1004,934,1.84,12,2024-02-21 05:30:01,2024-02-21 17:20:54,3600,82,Clouds,Borno,9834,2024-02-21
NG,Miringa,10.96,12.26,309.22,309.22,309.22,1005,10,1005,951,2.69,37,2024-02-21 05:29:50,2024-02-21 17:19:49,3600,97,Clouds,Borno,4584,2024-02-21
NG,Gwoza,11.04,13.78,308.62,308.62,308.62,1005,7,1005,934,3.83,29,2024-02-21 05:23:49,2024-02-21 17:13:41,3600,64,Clouds,Borno,10449,2024-02-21
NG,Shani,10.2,12.03,311.89,311.89,311.89,1004,8,1004,978,2.66,312,2024-02-21 05:30:09,2024-02-21 17:21:20,3600,75,Clouds,Borno,9834,2024-02-21
NG,Ngala,12.28,14.19,308.1,308.1,308.1,1005,11,1005,974,6.1,358,2024-02-21 05:23:08,2024-02-21 17:11:04,3600,59,Clouds,Borno,6564,2024-02-21
NG,Monguno,12.55,13.55,306.24,306.24,306.24,1006,11,1006,974,5.69,50,2024-02-21 05:25:55,2024-02-21 17:13:25,3600,89,Clouds,Borno,5066,2024-02-21
NG,Damboa,10.72,12.79,310.64,310.64,310.64,1004,9,1004,957,3.15,33,2024-02-21 05:27:31,2024-02-21 17:17:53,3600,97,Clouds,Borno,3259,2024-02-21
NG,Marte,12.32,13.77,305.63,305.63,305.63,1006,12,1006,974,5.93,29,2024-02-21 05:24:51,2024-02-21 17:12:43,3600,32,Clouds,Borno,5066,2024-02-21
NG,Bama,11.43,13.99,311.41,311.41,311.41,1004,7,1004,971,4.44,21,2024-02-21 05:23:16,2024-02-21 17:12:32,3600,84,Clouds,Borno,4619,2024-02-21
NG,Miringa,10.84,12.19,308.83,308.83,308.83,1005,10,1005,945,2.82,35,2024-02-21 05:30:01,2024-02-21 17:20:12,3600,95,Clouds,Borno,5364,2024-02-21
NG,Shani,10.19,12.01,311.83,311.83,311.83,1004,8,1004,978,2.86,308,2024-02-21 05:30:14,2024-02-21 17:21:25,3600,74,Clouds,Borno,9834,2024-02-21
NG,Maiduguri,12.16,13.43,307.97,307.97,307.97,1006,9,1006,973,6.24,39,2024-02-21 05:26:05,2024-02-21 17:14:12,3600,82,Clouds,Borno,2086,2024-02-21
NG,Biu,10.56,12.21,307.78,307.78,307.78,1005,10,1005,923,2.63,34,2024-02-21 05:29:43,2024-02-21 17:20:20,3600,96,Clouds,Borno,34533,2024-02-21
NG,Ngala,12.14,14.1,308.72,308.72,308.72,1005,10,1005,974,5.88,4,2024-02-21 05:23:23,2024-02-21 17:11:32,3600,72,Clouds,Borno,0,2024-02-21
NG,Shani,10.03,12.06,311.9,311.9,311.9,1005,8,1005,981,3.22,323,2024-02-21 05:29:54,2024-02-21 17:21:21,3600,64,Clouds,Borno,7803,2024-02-21
NG,Bama,11.49,14.08,311.53,311.53,311.53,1004,7,1004,971,4.52,21,2024-02-21 05:22:58,2024-02-21 17:12:08,3600,71,Clouds,Borno,4619,2024-02-21
NG,Shani,10.08,12.05,312.26,312.26,312.26,1004,8,1004,981,3.45,319,2024-02-21 05:29:59,2024-02-21 17:21:21,3600,60,Clouds,Borno,9037,2024-02-21
NG,Madagali,10.95,13.57,310.58,310.58,310.58,1005,8,1005,960,3.59,33,2024-02-21 05:24:35,2024-02-21 17:14:35,3600,71,Clouds,Borno,11026,2024-02-21
NG,Shani,10.04,12.07,312.07,312.07,312.07,1004,8,1004,977,3.61,323,2024-02-21 05:29:52,2024-02-21 17:21:18,3600,58,Clouds,Borno,7613,2024-02-21
NG,Shani,10.07,12.06,312.2,312.2,312.2,1004,8,1004,980,3.46,321,2024-02-21 05:29:56,2024-02-21 17:21:19,3600,60,Clouds,Borno,8586,2024-02-21
NG,Uba,10.58,13.04,310.54,310.54,310.54,1004,8,1004,951,2.61,23,2024-02-21 05:26:25,2024-02-21 17:17:00,3600,90,Clouds,Borno,10430,2024-02-21
NG,Shani,10.27,12.18,312.02,312.02,312.02,1004,8,1004,976,2.18,358,2024-02-21 05:29:37,2024-02-21 17:20:41,3600,75,Clouds,Borno,9530,2024-02-21
NG,Madagali,10.93,13.55,310.62,310.62,310.62,1005,8,1005,959,3.61,33,2024-02-21 05:24:39,2024-02-21 17:14:41,3600,74,Clouds,Borno,11740,2024-02-21
NG,Shani,10.15,12.02,311.98,311.98,311.98,1004,8,1004,979,3.11,312,2024-02-21 05:30:09,2024-02-21 17:21:25,3600,67,Clouds,Borno,9834,2024-02-21
NG,Shani,10.12,12.07,312.09,312.09,312.09,1004,8,1004,978,3.04,322,2024-02-21 05:29:56,2024-02-21 17:21:14,3600,67,Clouds,Borno,8807,2024-02-21
NG,Shani,10.1,12.07,312.1,312.1,312.1,1004,8,1004,978,3.18,322,2024-02-21 05:29:55,2024-02-21 17:21:15,3600,65,Clouds,Borno,8548,2024-02-21
NG,Shani,10.04,12.04,312.3,312.3,312.3,1004,8,1004,981,3.83,318,2024-02-21 05:30:00,2024-02-21 17:21:25,3600,53,Clouds,Borno,8924,2024-02-21
NG,Shani,10.03,11.86,311.36,311.36,311.36,1004,9,1004,981,2.67,327,2024-02-21 05:30:42,2024-02-21 17:22:09,3600,40,Clouds,Borno,10039,2024-02-21
NG,Uba,10.57,13.23,311.07,311.07,311.07,1004,8,1004,955,3.63,350,2024-02-21 05:25:39,2024-02-21 17:16:15,3600,99,Clouds,Borno,13312,2024-02-21
NG,Miringa,10.83,12.12,308.31,308.31,308.31,1005,10,1005,934,2.81,39,2024-02-21 05:30:17,2024-02-21 17:20:29,3600,90,Clouds,Borno,5364,2024-02-21
NG,Shani,10.05,12.05,312.18,312.18,312.18,1004,8,1004,979,3.68,320,2024-02-21 05:29:58,2024-02-21 17:21:22,3600,56,Clouds,Borno,8924,2024-02-21
NG,Shani,10.04,12.04,312.3,312.3,312.3,1004,8,1004,981,3.83,318,2024-02-21 05:30:00,2024-02-21 17:21:25,3600,53,Clouds,Borno,9091,2024-02-21
NG,Madagali,10.97,13.57,310.61,310.61,310.61,1005,7,1005,960,3.57,35,2024-02-21 05:24:36,2024-02-21 17:14:34,3600,69,Clouds,Borno,11026,2024-02-21
NG,Shani,10.07,12.07,312.12,312.12,312.12,1004,8,1004,978,3.4,323,2024-02-21 05:29:54,2024-02-21 17:21:16,3600,61,Clouds,Borno,8195,2024-02-21
NG,Shani,10.28,12.03,310.77,310.77,310.77,1004,9,1004,962,2.01,317,2024-02-21 05:30:13,2024-02-21 17:21:16,3600,82,Clouds,Borno,9834,2024-02-21
NG,Uba,10.5,13.18,310.85,310.85,310.85,1004,8,1004,951,3.38,345,2024-02-21 05:25:47,2024-02-21 17:16:30,3600,95,Clouds,Borno,10377,2024-02-21
NG,Shani,10.32,12.1,309.55,309.55,309.55,1004,9,1004,941,1.83,349,2024-02-21 05:29:58,2024-02-21 17:20:58,3600,80,Clouds,Borno,9834,2024-02-21
NG,Shani,10.38,12.1,309.44,309.44,309.44,1004,9,1004,942,1.82,8,2024-02-21 05:30:01,2024-02-21 17:20:55,3600,82,Clouds,Borno,9834,2024-02-21
NG,Miringa,10.85,11.82,310.62,310.62,310.62,1005,9,1005,964,2.6,36,2024-02-21 05:31:30,2024-02-21 17:21:40,3600,83,Clouds,Borno,5353,2024-02-21
NG,Shaffa,10.45,12.57,311.51,311.51,311.51,1004,9,1004,965,2.52,16,2024-02-21 05:28:11,2024-02-21 17:18:59,3600,85,Clouds,Borno,10003,2024-02-21
NG,Wuyo,10.39,11.7,310.96,310.96,310.96,1004,8,1004,970,1.27,18,2024-02-21 05:31:37,2024-02-21 17:22:30,3600,80,Clouds,Borno,7623,2024-02-21
NG,Marte,12.37,13.94,304.13,304.13,304.13,1006,19,1006,974,5.67,12,2024-02-21 05:24:13,2024-02-21 17:12:00,3600,44,Clouds,Borno,5066,2024-02-21
NG,Damboa,10.9,12.72,310.29,310.29,310.29,1005,9,1005,956,3.39,27,2024-02-21 05:27:56,2024-02-21 17:18:02,3600,76,Clouds,Borno,2682,2024-02-21
NG,Shani,10.14,12.07,312.09,312.09,312.09,1004,8,1004,979,2.9,322,2024-02-21 05:29:57,2024-02-21 17:21:13,3600,69,Clouds,Borno,9362,2024-02-21
NG,Damboa,11.2,13.04,311.1,311.1,311.1,1004,8,1004,965,3.35,32,2024-02-21 05:26:54,2024-02-21 17:16:31,3600,63,Clouds,Borno,2682,2024-02-21
NG,Madagali,10.78,13.31,310.91,310.91,310.91,1004,8,1004,959,3.9,22,2024-02-21 05:25:29,2024-02-21 17:15:46,3600,99,Clouds,Borno,12291,2024-02-21
NG,Dankalwa,11.7,12.29,310.55,310.55,310.55,1005,8,1005,965,4.31,48,2024-02-21 05:30:17,2024-02-21 17:19:08,3600,63,Clouds,Borno,1937,2024-02-21
NG,Miringa,10.78,12.22,308.76,308.76,308.76,1005,10,1005,945,2.86,30,2024-02-21 05:29:51,2024-02-21 17:20:07,3600,98,Clouds,Borno,5364,2024-02-21
NG,Yajiwa,11.39,12.72,310.53,310.53,310.53,1005,9,1005,965,3.93,38,2024-02-21 05:28:19,2024-02-21 17:17:39,3600,56,Clouds,Borno,2086,2024-02-21
NG,Bama,11.71,13.71,310.58,310.58,310.58,1005,8,1005,971,4.78,25,2024-02-21 05:24:37,2024-02-21 17:13:26,3600,92,Clouds,Borno,2888,2024-02-21
NG,Konduga,11.67,13.39,310.34,310.34,310.34,1005,9,1005,969,4.72,28,2024-02-21 05:25:52,2024-02-21 17:14:45,3600,79,Clouds,Borno,2086,2024-02-21
NG,Shani,10.34,12.21,311.96,311.96,311.96,1004,9,1004,978,2.32,15,2024-02-21 05:29:33,2024-02-21 17:20:30,3600,80,Clouds,Borno,9834,2024-02-21
NG,Shaffa,10.5,12.27,307.82,307.82,307.82,1005,10,1005,921,2.6,34,2024-02-21 05:29:26,2024-02-21 17:20:08,3600,100,Clouds,Borno,9160,2024-02-21
NG,Biu,10.6,12.22,307.64,307.64,307.64,1005,10,1005,922,2.69,33,2024-02-21 05:29:42,2024-02-21 17:20:16,3600,97,Clouds,Borno,46378,2024-02-21
NG,Damboa,10.79,12.72,310.59,310.59,310.59,1004,9,1004,958,3.32,30,2024-02-21 05:27:51,2024-02-21 17:18:07,3600,92,Clouds,Borno,2682,2024-02-21
NG,Miringa,10.7,12.15,308.18,308.18,308.18,1005,10,1005,931,2.69,32,2024-02-21 05:30:04,2024-02-21 17:20:28,3600,93,Clouds,Borno,7557,2024-02-21
NG,Biu,10.66,12.16,308.3,308.3,308.3,1005,10,1005,933,2.66,33,2024-02-21 05:30:00,2024-02-21 17:20:27,3600,93,Clouds,Borno,30218,2024-02-21
NG,Miringa,10.75,12.09,308.31,308.31,308.31,1005,10,1005,932,2.65,34,2024-02-21 05:30:21,2024-02-21 17:20:40,3600,91,Clouds,Borno,5364,2024-02-21
NG,Tokombere,11.11,13.51,311.04,311.04,311.04,1004,7,1004,964,3.47,37,2024-02-21 05:24:57,2024-02-21 17:14:42,3600,62,Clouds,Borno,11026,2024-02-21
NG,Damboa,10.8,12.73,310.63,310.63,310.63,1004,9,1004,959,3.34,30,2024-02-21 05:27:49,2024-02-21 17:18:04,3600,91,Clouds,Borno,2682,2024-02-21
NG,Damboa,11.19,13.07,311.13,311.13,311.13,1004,8,1004,965,3.33,34,2024-02-21 05:26:46,2024-02-21 17:16:24,3600,64,Clouds,Borno,2682,2024-02-21
NG,Dikwa,11.94,14.14,310.48,310.48,310.48,1005,8,1005,973,4.96,12,2024-02-21 05:23:04,2024-02-21 17:11:32,3600,90,Clouds,Borno,5072,2024-02-21
NG,Miringa,10.7,11.88,310.18,310.18,310.18,1005,9,1005,957,2.26,30,2024-02-21 05:31:09,2024-02-21 17:21:33,3600,84,Clouds,Borno,5364,2024-02-21
NG,Bornu Yassu,12.41,12.49,309.47,309.47,309.47,1006,9,1006,970,4.95,43,2024-02-21 05:30:02,2024-02-21 17:17:46,3600,100,Clouds,Borno,1937,2024-02-21
NG,Bornu Yassu,12.39,12.5,309.51,309.51,309.51,1006,9,1006,970,4.93,43,2024-02-21 05:29:59,2024-02-21 17:17:45,3600,100,Clouds,Borno,1937,2024-02-21
NG,Miringa,10.73,12.1,308.39,308.39,308.39,1005,10,1005,933,2.64,34,2024-02-21 05:30:17,2024-02-21 17:20:38,3600,91,Clouds,Borno,5364,2024-02-21
NG,Shaffa,10.56,12.4,310.09,310.09,310.09,1005,9,1005,952,2.61,23,2024-02-21 05:28:57,2024-02-21 17:19:34,3600,98,Clouds,Borno,9285,2024-02-21
NG,Miringa,10.72,12.18,308.43,308.43,308.43,1005,10,1005,937,2.77,31,2024-02-21 05:29:58,2024-02-21 17:20:20,3600,96,Clouds,Borno,5364,2024-02-21
NG,Madagali,10.88,13.33,310.96,310.96,310.96,1004,8,1004,961,3.49,32,2024-02-21 05:25:29,2024-02-21 17:15:36,3600,94,Clouds,Borno,6040,2024-02-21
NG,Bolori,11.9,12.98,309.88,309.88,309.88,1005,8,1005,969,5.63,47,2024-02-21 05:27:41,2024-02-21 17:16:13,3600,88,Clouds,Borno,2065,2024-02-21
NG,Konduga,11.71,13.43,310.31,310.31,310.31,1005,9,1005,971,4.9,26,2024-02-21 05:25:44,2024-02-21 17:14:33,3600,85,Clouds,Borno,2086,2024-02-21
NG,Kukawa,13.24,13.48,302.9,302.9,302.9,1007,21,1007,974,4.41,10,2024-02-21 05:26:44,2024-02-21 17:13:09,3600,45,Clouds,Borno,2914,2024-02-21
NG,Kukawa,13.12,13.59,303.11,303.11,303.11,1007,24,1007,974,3.87,15,2024-02-21 05:26:12,2024-02-21 17:12:49,3600,66,Clouds,Borno,3524,2024-02-21
NG,Kukawa,13.15,13.56,303.07,303.07,303.07,1007,23,1007,974,4.0,13,2024-02-21 05:26:21,2024-02-21 17:12:54,3600,62,Clouds,Borno,3320,2024-02-21
NG,Biu,10.59,12.04,308.5,308.5,308.5,1005,9,1005,932,2.34,39,2024-02-21 05:30:25,2024-02-21 17:20:59,3600,82,Clouds,Borno,5364,2024-02-21
NG,Shani,10.37,12.11,309.59,309.59,309.59,1004,9,1004,944,1.85,7,2024-02-21 05:29:58,2024-02-21 17:20:53,3600,82,Clouds,Borno,9834,2024-02-21
NG,Shani,10.25,12.11,312.11,312.11,312.11,1004,8,1004,979,2.06,333,2024-02-21 05:29:52,2024-02-21 17:20:58,3600,78,Clouds,Borno,9834,2024-02-21
NG,Shani,10.42,12.08,309.0,309.0,309.0,1005,9,1005,937,1.84,19,2024-02-21 05:30:08,2024-02-21 17:20:58,3600,82,Clouds,Borno,9826,2024-02-21
